dataset,protocol,nodes,traffic_or_rate,seed,metric,reference_value,rerun_value,absolute_difference,relative_difference_percent,tolerance,status
RateSweep-CaseC,olsr,75,4kbps,25,ring1_airtime_busy_frac_mean,0.311525,0.311525,0,0,0.01% relative,PASS
RateSweep-CaseC,olsr,75,4kbps,30,txPkts,19725,19725,0,0,exact (0),PASS
RateSweep-CaseC,olsr,75,4kbps,30,rxPkts,7663,7663,0,0,exact (0),PASS
RateSweep-CaseC,olsr,75,4kbps,30,total_phy_rx_drops,4.69363e+06,4.69363e+06,0,0,exact (0),PASS
RateSweep-CaseC,olsr,75,4kbps,30,total_mac_queue_drops,191,191,0,0,exact (0),PASS
RateSweep-CaseC,olsr,75,4kbps,30,total_ip_drop_no_route,0,0,0,0,exact (0),PASS
RateSweep-CaseC,olsr,75,4kbps,30,total_ip_drop_route_error,0,0,0,0,exact (0),PASS
RateSweep-CaseC,olsr,75,4kbps,30,unreachableSensors,0,0,0,0,exact (0),PASS
RateSweep-CaseC,olsr,75,4kbps,30,total_max_retry_drops,2222,2222,0,0,exact (0),PASS
RateSweep-CaseC,olsr,75,4kbps,30,pdr,38.8492,38.8492,0,0,0.01% relative,PASS
RateSweep-CaseC,olsr,75,4kbps,30,throughputKbps,122.608,122.608,0,0,0.01% relative,PASS
RateSweep-CaseC,olsr,75,4kbps,30,avgDelaySec,0.258197,0.258197,0,0,0.01% relative,PASS
RateSweep-CaseC,olsr,75,4kbps,30,avgJitterSec,0.153755,0.153755,0,0,0.01% relative,PASS
RateSweep-CaseC,olsr,75,4kbps,30,gw_airtime_busy_frac,0.360493,0.360493,0,0,0.01% relative,PASS
RateSweep-CaseC,olsr,75,4kbps,30,ring1_airtime_busy_frac_mean,0.338494,0.338494,0,0,0.01% relative,PASS
RateSweep-CaseC,olsr,100,4kbps,20,txPkts,26300,26300,0,0,exact (0),PASS
RateSweep-CaseC,olsr,100,4kbps,20,rxPkts,9344,9344,0,0,exact (0),PASS
RateSweep-CaseC,olsr,100,4kbps,20,total_phy_rx_drops,8.59419e+06,8.59419e+06,0,0,exact (0),PASS
RateSweep-CaseC,olsr,100,4kbps,20,total_mac_queue_drops,1655,1655,0,0,exact (0),PASS
RateSweep-CaseC,olsr,100,4kbps,20,total_ip_drop_no_route,0,0,0,0,exact (0),PASS
RateSweep-CaseC,olsr,100,4kbps,20,total_ip_drop_route_error,0,0,0,0,exact (0),PASS
RateSweep-CaseC,olsr,100,4kbps,20,unreachableSensors,0,0,0,0,exact (0),PASS
RateSweep-CaseC,olsr,100,4kbps,20,total_max_retry_drops,2511,2511,0,0,exact (0),PASS
RateSweep-CaseC,olsr,100,4kbps,20,pdr,35.5285,35.5285,0,0,0.01% relative,PASS
RateSweep-CaseC,olsr,100,4kbps,20,throughputKbps,149.504,149.504,0,0,0.01% relative,PASS
RateSweep-CaseC,olsr,100,4kbps,20,avgDelaySec,0.338975,0.338975,0,0,0.01% relative,PASS
RateSweep-CaseC,olsr,100,4kbps,20,avgJitterSec,0.188306,0.188306,0,0,0.01% relative,PASS
RateSweep-CaseC,olsr,100,4kbps,20,gw_airtime_busy_frac,0.492627,0.492627,0,0,0.01% relative,PASS
RateSweep-CaseC,olsr,100,4kbps,20,ring1_airtime_busy_frac_mean,0.450838,0.450838,0,0,0.01% relative,PASS
RateSweep-CaseC,olsr,100,4kbps,25,txPkts,26300,26300,0,0,exact (0),PASS
RateSweep-CaseC,olsr,100,4kbps,25,rxPkts,11661,11661,0,0,exact (0),PASS
RateSweep-CaseC,olsr,100,4kbps,25,total_phy_rx_drops,8.64033e+06,8.64033e+06,0,0,exact (0),PASS
RateSweep-CaseC,olsr,100,4kbps,25,total_mac_queue_drops,1956,1956,0,0,exact (0),PASS
RateSweep-CaseC,olsr,100,4kbps,25,total_ip_drop_no_route,0,0,0,0,exact (0),PASS
RateSweep-CaseC,olsr,100,4kbps,25,total_ip_drop_route_error,0,0,0,0,exact (0),PASS
RateSweep-CaseC,olsr,100,4kbps,25,unreachableSensors,0,0,0,0,exact (0),PASS
RateSweep-CaseC,olsr,100,4kbps,25,total_max_retry_drops,2583,2583,0,0,exact (0),PASS
RateSweep-CaseC,olsr,100,4kbps,25,pdr,44.3384,44.3384,0,0,0.01% relative,PASS
RateSweep-CaseC,olsr,100,4kbps,25,throughputKbps,186.576,186.576,0,0,0.01% relative,PASS
RateSweep-CaseC,olsr,100,4kbps,25,avgDelaySec,0.34055,0.34055,0,0,0.01% relative,PASS
RateSweep-CaseC,olsr,100,4kbps,25,avgJitterSec,0.207992,0.207992,0,0,0.01% relative,PASS
RateSweep-CaseC,olsr,100,4kbps,25,gw_airtime_busy_frac,0.550483,0.550483,0,0,0.01% relative,PASS
RateSweep-CaseC,olsr,100,4kbps,25,ring1_airtime_busy_frac_mean,0.512011,0.512011,0,0,0.01% relative,PASS
RateSweep-CaseC,olsr,100,4kbps,30,txPkts,26300,26300,0,0,exact (0),PASS
RateSweep-CaseC,olsr,100,4kbps,30,rxPkts,10349,10349,0,0,exact (0),PASS
RateSweep-CaseC,olsr,100,4kbps,30,total_phy_rx_drops,8.91313e+06,8.91313e+06,0,0,exact (0),PASS
RateSweep-CaseC,olsr,100,4kbps,30,total_mac_queue_drops,2191,2191,0,0,exact (0),PASS
RateSweep-CaseC,olsr,100,4kbps,30,total_ip_drop_no_route,0,0,0,0,exact (0),PASS
RateSweep-CaseC,olsr,100,4kbps,30,total_ip_drop_route_error,0,0,0,0,exact (0),PASS
RateSweep-CaseC,olsr,100,4kbps,30,unreachableSensors,0,0,0,0,exact (0),PASS
RateSweep-CaseC,olsr,100,4kbps,30,total_max_retry_drops,2904,2904,0,0,exact (0),PASS
RateSweep-CaseC,olsr,100,4kbps,30,pdr,39.3498,39.3498,0,0,0.01% relative,PASS
RateSweep-CaseC,olsr,100,4kbps,30,throughputKbps,165.584,165.584,0,0,0.01% relative,PASS
RateSweep-CaseC,olsr,100,4kbps,30,avgDelaySec,0.357737,0.357737,0,0,0.01% relative,PASS
RateSweep-CaseC,olsr,100,4kbps,30,avgJitterSec,0.207753,0.207753,0,0,0.01% relative,PASS
RateSweep-CaseC,olsr,100,4kbps,30,gw_airtime_busy_frac,0.545905,0.545905,0,0,0.01% relative,PASS
RateSweep-CaseC,olsr,100,4kbps,30,ring1_airtime_busy_frac_mean,0.502484,0.502484,0,0,0.01% relative,PASS
StaticN50-CaseD,static,50,16kbps,20,txPkts,52700,52700,0,0,exact (0),PASS
StaticN50-CaseD,static,50,16kbps,20,rxPkts,20549,20549,0,0,exact (0),PASS
StaticN50-CaseD,static,50,16kbps,20,total_phy_rx_drops,4.22827e+06,4.22827e+06,0,0,exact (0),PASS
StaticN50-CaseD,static,50,16kbps,20,total_mac_queue_drops,1315,1315,0,0,exact (0),PASS
StaticN50-CaseD,static,50,16kbps,20,total_ip_drop_no_route,0,0,0,0,exact (0),PASS
StaticN50-CaseD,static,50,16kbps,20,total_ip_drop_route_error,0,0,0,0,exact (0),PASS
StaticN50-CaseD,static,50,16kbps,20,unreachableSensors,0,0,0,0,exact (0),PASS
StaticN50-CaseD,static,50,16kbps,20,total_max_retry_drops,1085,1085,0,0,exact (0),PASS
StaticN50-CaseD,static,50,16kbps,20,pdr,38.9924,38.9924,0,0,0.01% relative,PASS
StaticN50-CaseD,static,50,16kbps,20,throughputKbps,328.784,328.784,0,0,0.01% relative,PASS
StaticN50-CaseD,static,50,16kbps,20,avgDelaySec,0.136117,0.136117,0,0,0.01% relative,PASS
StaticN50-CaseD,static,50,16kbps,20,avgJitterSec,0.0522881,0.0522881,0,0,0.01% relative,PASS
StaticN50-CaseD,static,50,16kbps,20,gw_airtime_busy_frac,0.528926,0.528926,0,0,0.01% relative,PASS
StaticN50-CaseD,static,50,16kbps,20,ring1_airtime_busy_frac_mean,0.492972,0.492972,0,0,0.01% relative,PASS
StaticN50-CaseD,static,50,16kbps,25,txPkts,52700,52700,0,0,exact (0),PASS
StaticN50-CaseD,static,50,16kbps,25,rxPkts,20108,20108,0,0,exact (0),PASS
StaticN50-CaseD,static,50,16kbps,25,total_phy_rx_drops,4.15236e+06,4.15236e+06,0,0,exact (0),PASS
StaticN50-CaseD,static,50,16kbps,25,total_mac_queue_drops,845,845,0,0,exact (0),PASS
StaticN50-CaseD,static,50,16kbps,25,total_ip_drop_no_route,0,0,0,0,exact (0),PASS
StaticN50-CaseD,static,50,16kbps,25,total_ip_drop_route_error,0,0,0,0,exact (0),PASS
StaticN50-CaseD,static,50,16kbps,25,unreachableSensors,0,0,0,0,exact (0),PASS
StaticN50-CaseD,static,50,16kbps,25,total_max_retry_drops,970,970,0,0,exact (0),PASS
StaticN50-CaseD,static,50,16kbps,25,pdr,38.1556,38.1556,0,0,0.01% relative,PASS
StaticN50-CaseD,static,50,16kbps,25,throughputKbps,321.728,321.728,0,0,0.01% relative,PASS
StaticN50-CaseD,static,50,16kbps,25,avgDelaySec,0.113286,0.113286,0,0,0.01% relative,PASS
StaticN50-CaseD,static,50,16kbps,25,avgJitterSec,0.0558131,0.0558131,0,0,0.01% relative,PASS
StaticN50-CaseD,static,50,16kbps,25,gw_airtime_busy_frac,0.503486,0.503486,0,0,0.01% relative,PASS
StaticN50-CaseD,static,50,16kbps,25,ring1_airtime_busy_frac_mean,0.49199,0.49199,0,0,0.01% relative,PASS
StaticN50-CaseD,static,50,16kbps,30,txPkts,52700,52700,0,0,exact (0),PASS
StaticN50-CaseD,static,50,16kbps,30,rxPkts,22343,22343,0,0,exact (0),PASS
StaticN50-CaseD,static,50,16kbps,30,total_phy_rx_drops,5.36016e+06,5.36016e+06,0,0,exact (0),PASS
StaticN50-CaseD,static,50,16kbps,30,total_mac_queue_drops,8978,8978,0,0,exact (0),PASS
StaticN50-CaseD,static,50,16kbps,30,total_ip_drop_no_route,0,0,0,0,exact (0),PASS
StaticN50-CaseD,static,50,16kbps,30,total_ip_drop_route_error,0,0,0,0,exact (0),PASS
StaticN50-CaseD,static,50,16kbps,30,unreachableSensors,0,0,0,0,exact (0),PASS
StaticN50-CaseD,static,50,16kbps,30,total_max_retry_drops,1754,1754,0,0,exact (0),PASS
StaticN50-CaseD,static,50,16kbps,30,pdr,42.3966,42.3966,0,0,0.01% relative,PASS
StaticN50-CaseD,static,50,16kbps,30,throughputKbps,357.488,357.488,0,0,0.01% relative,PASS
StaticN50-CaseD,static,50,16kbps,30,avgDelaySec,0.185533,0.185533,0,0,0.01% relative,PASS
StaticN50-CaseD,static,50,16kbps,30,avgJitterSec,0.0788096,0.0788096,0,0,0.01% relative,PASS
StaticN50-CaseD,static,50,16kbps,30,gw_airtime_busy_frac,0.652581,0.652581,0,0,0.01% relative,PASS
StaticN50-CaseD,static,50,16kbps,30,ring1_airtime_busy_frac_mean,0.642289,0.642289,0,0,0.01% relative,PASS
StaticN50-CaseD,static,50,4kbps,20,txPkts,13150,13150,0,0,exact (0),PASS
StaticN50-CaseD,static,50,4kbps,20,rxPkts,4279,4279,0,0,exact (0),PASS
StaticN50-CaseD,static,50,4kbps,20,total_phy_rx_drops,1.00856e+06,1.00856e+06,0,0,exact (0),PASS
StaticN50-CaseD,static,50,4kbps,20,total_mac_queue_drops,0,0,0,0,exact (0),PASS
StaticN50-CaseD,static,50,4kbps,20,total_ip_drop_no_route,0,0,0,0,exact (0),PASS
StaticN50-CaseD,static,50,4kbps,20,total_ip_drop_route_error,0,0,0,0,exact (0),PASS
StaticN50-CaseD,static,50,4kbps,20,unreachableSensors,0,0,0,0,exact (0),PASS
StaticN50-CaseD,static,50,4kbps,20,total_max_retry_drops,63,63,0,0,exact (0),PASS
StaticN50-CaseD,static,50,4kbps,20,pdr,32.5399,32.5399,0,0,0.01% relative,PASS
StaticN50-CaseD,static,50,4kbps,20,throughputKbps,68.464,68.464,0,0,0.01% relative,PASS
StaticN50-CaseD,static,50,4kbps,20,avgDelaySec,0.0852736,0.0852736,0,0,0.01% relative,PASS
StaticN50-CaseD,static,50,4kbps,20,avgJitterSec,0.036803,0.036803,0,0,0.01% relative,PASS
StaticN50-CaseD,static,50,4kbps,20,gw_airtime_busy_frac,0.110468,0.110468,0,0,0.01% relative,PASS
StaticN50-CaseD,static,50,4kbps,20,ring1_airtime_busy_frac_mean,0.106465,0.106465,0,0,0.01% relative,PASS
StaticN50-CaseD,static,50,4kbps,25,txPkts,13150,13150,0,0,exact (0),PASS
StaticN50-CaseD,static,50,4kbps,25,rxPkts,4130,4130,0,0,exact (0),PASS
StaticN50-CaseD,static,50,4kbps,25,total_phy_rx_drops,888159,888159,0,0,exact (0),PASS
StaticN50-CaseD,static,50,4kbps,25,total_mac_queue_drops,0,0,0,0,exact (0),PASS
StaticN50-CaseD,static,50,4kbps,25,total_ip_drop_no_route,0,0,0,0,exact (0),PASS
StaticN50-CaseD,static,50,4kbps,25,total_ip_drop_route_error,0,0,0,0,exact (0),PASS
StaticN50-CaseD,static,50,4kbps,25,unreachableSensors,0,0,0,0,exact (0),PASS
StaticN50-CaseD,static,50,4kbps,25,total_max_retry_drops,71,71,0,0,exact (0),PASS
StaticN50-CaseD,static,50,4kbps,25,pdr,31.4068,31.4068,0,0,0.01% relative,PASS
StaticN50-CaseD,static,50,4kbps,25,throughputKbps,66.08,66.08,0,0,0.01% relative,PASS
StaticN50-CaseD,static,50,4kbps,25,avgDelaySec,0.0787089,0.0787089,0,0,0.01% relative,PASS
StaticN50-CaseD,static,50,4kbps,25,avgJitterSec,0.0362289,0.0362289,0,0,0.01% relative,PASS
StaticN50-CaseD,static,50,4kbps,25,gw_airtime_busy_frac,0.100156,0.100156,0,0,0.01% relative,PASS
StaticN50-CaseD,static,50,4kbps,25,ring1_airtime_busy_frac_mean,0.0966758,0.0966758,0,0,0.01% relative,PASS
StaticN50-CaseD,static,50,4kbps,30,txPkts,13150,13150,0,0,exact (0),PASS
StaticN50-CaseD,static,50,4kbps,30,rxPkts,4310,4310,0,0,exact (0),PASS
StaticN50-CaseD,static,50,4kbps,30,total_phy_rx_drops,1.04423e+06,1.04423e+06,0,0,exact (0),PASS
StaticN50-CaseD,static,50,4kbps,30,total_mac_queue_drops,0,0,0,0,exact (0),PASS
StaticN50-CaseD,static,50,4kbps,30,total_ip_drop_no_route,0,0,0,0,exact (0),PASS
StaticN50-CaseD,static,50,4kbps,30,total_ip_drop_route_error,0,0,0,0,exact (0),PASS
StaticN50-CaseD,static,50,4kbps,30,unreachableSensors,0,0,0,0,exact (0),PASS
StaticN50-CaseD,static,50,4kbps,30,total_max_retry_drops,148,148,0,0,exact (0),PASS
StaticN50-CaseD,static,50,4kbps,30,pdr,32.7757,32.7757,0,0,0.01% relative,PASS
StaticN50-CaseD,static,50,4kbps,30,throughputKbps,68.96,68.96,0,0,0.01% relative,PASS
StaticN50-CaseD,static,50,4kbps,30,avgDelaySec,0.079645,0.079645,0,0,0.01% relative,PASS
StaticN50-CaseD,static,50,4kbps,30,avgJitterSec,0.0392278,0.0392278,0,0,0.01% relative,PASS
StaticN50-CaseD,static,50,4kbps,30,gw_airtime_busy_frac,0.107978,0.107978,0,0,0.01% relative,PASS
StaticN50-CaseD,static,50,4kbps,30,ring1_airtime_busy_frac_mean,0.104638,0.104638,0,0,0.01% relative,PASS
